,name,meal-type,specific,net-carbs,Type,calories,Unit,serving,Ingredients,Nutrients,Method,Time,Difficulty,link
552,Keto cabbage soup with chicken dumplings,Dinner,Dairy-Free,6.0,Ketogenic, 542kcal,US,4,"[(['4 oz.'], ' butter'), (['1 tbsp'], ' fresh parsley, chopped'), (['1 pinch'], ' ground black pepper'), (['1 pinch'], ' salt'), (['1 lb'], ' ground chicken'), (['3 tbsp'], ' fresh parsley, chopped'), (['1 tsp'], ' onion powder'), (['½ tsp'], ' salt'), (['¼ tsp'], ' ground nutmeg'), (['2 oz.'], ' butter'), (['1 lb'], ', cored and coarsely chopped'), (['6 cups'], ' chicken broth'), (['½ tsp'], ' salt'), (['½ tsp'], ' ground black pepper'), ('1', 'large eggs, beaten', ' ')]","{'Net-carbs': (' 6g ', '4%'), 'Protien': (' 26g ', '19%'), 'Fat': (' 46g ', '77%'), 'Fiber': '3g', 'Total-Carb': '9g'}","Mix the ingredients for the parsley butter until combined, and set aside.,In a medium sized bowl, mix the dumpling ingredients until well combined. Place in the fridge for at least 10 minutes. Once chilled, form the mixture into 1 inch (2,5 cm) balls, using wet hands. You will have approximately 16 dumplings.,In a large pot, melt the butter over low heat. Add the cabbage and increase the temperature to medium, stirring until the cabbage is slightly tender and starts to turn golden brown. Add the chicken broth to the pot and bring to a boil over high heat and then reduce the heat to medium.,Add the dumplings, one at a time. Simmer for 8-10 minutes or until the dumplings are thoroughly cooked. Flip the dumplings about 5 minutes after adding them so they cook evenly. Season with salt and pepper to taste.,Serve bowl of soup with a dollop of parsley butter.",35 m,Medium,https://www.dietdoctor.com/recipes/keto-cabbage-soup-with-chicken-dumplings
553,Pulled pork with turnip slaw,Dinner,Dairy-Free,9.0,Ketogenic, 674kcal,US,6,"[(['1½ lbs'], ' pork shoulder'), (['1 tbsp'], ' cocoa nibs or cocoa powder'), (['½ tbsp'], ' ground black pepper'), (['1 tbsp'], ' salt'), (['½ tbsp'], ' ground ginger'), (['½ tbsp'], ' paprika powder'), (['½ tsp'], ' anise seeds or fennel seeds'), (['½ tsp'], ' cayenne pepper'), (['2 tbsp'], ' olive oil'), (['1', '3', '⁄', '10', ' lbs'], ' turnip'), (['1 cup'], 'mayonnaise'), (['1', '⁄', '3', ' cup ', '(', '1', '⁄', '5', ' oz.)'], ' chopped fresh parsley'), (['1 tbsp'], ' cider vinegar'), (['3 tbsp'], ' olive oil'), (['1 tbsp'], 'tomato paste'), (['2 tsp'], ' garlic powder'), (['2 tsp'], ' fennel seeds'), (['1 tsp'], ' ground cumin'), (['1 tbsp'], ' chili powder'), (['½ tsp'], ' cayenne pepper'), (['14 oz. ', '(1', '2', '⁄', '3', ' cups)'], ' canned whole tomatoes'), (['2 tbsp'], ' cider vinegar'), (['2 tsp'], ' salt'), ('1', 'small carrots', ' ')]","{'Net-carbs': (' 9g ', '5%'), 'Protien': (' 22g ', '14%'), 'Fat': (' 59g ', '81%'), 'Fiber': '5g', 'Total-Carb': '14g'}","Grind the spices and cacao nibs using a pestle and mortar or grinder. Mix with olive oil and rub all over the pork shoulder.,Place the meat in a slow cooker and cook for 6 hours on low or 4 hours on high.,Remove from the slow cooker and use two forks to shred the meat into small pieces. Serve with grated slaw and BBQ sauce.,Rinse and peel the vegetables. You don't need to peel the apple, just remove the seeds.,Grate everything coarsely with a hand grater or food processor. Place in a bowl and mix in the other ingredients. Season with salt and pepper to taste.,Carefully heat the oil in a heavy saucepan. Stir in the tomato paste. Add the onion and fry until soft and glossy over medium heat.,Add a couple of tablespoons of water and simmer for 5-10 minutes.,Grind the spices and add them to the saucepan together with the tomatoes and the vinegar. Add salt.,Bring to a boil, lower the heat and let it simmer for 15-20 minutes.,Mix, using an immersion blender, until smooth and let cool. If you want a thicker sauce let it simmer longer, until it reaches the desired consistency.,Leftovers can be stored in the fridge for up to a week.",7 h 30 m,Medium,https://www.dietdoctor.com/recipes/pulled-pork-turnip-slaw
554,Keto pulled pork with roasted tomato salad,Dinner,Dairy-Free,7.0,Ketogenic, 788kcal,US,6,"[(['1 tbsp'], ' cocoa nibs or cocoa powder'), (['½ tbsp'], ' ground black pepper'), (['½ tbsp'], ' ground ginger'), (['½ tbsp'], ' paprika powder'), (['½ tsp'], ' anise seeds or fennel seeds'), (['½ tsp'], ' cayenne pepper'), (['2 tbsp'], ' olive oil'), (['2 lbs'], ' pork shoulder'), (['1 tbsp'], ' salt'), (['1¼ lbs'], ' cherry tomatoes'), (['3 tbsp'], ' olive oil'), (['1 tsp'], ' sea salt'), (['½ tsp'], ' ground black pepper'), (['2 ', '(1 oz.)'], 'scallions'), (['1 tbsp'], ' red wine vinegar'), (['3 ', '(1', '1', '⁄', '3', ' lbs)'], 'avocados'), (['½ cup ', '(¼ oz.)'], 'fresh cilantro'), (['¼ cup'], ' olive oil'), (['¼ cup ', '(1¼ oz.)'], ' sunflower seeds'), (['2 tbsp'], ' tahini (sesame paste)'), (['½ tsp'], ' ground cumin'), ('1', 'ripe ', ' ')]","{'Net-carbs': (' 7g ', '4%'), 'Protien': (' 32g ', '16%'), 'Fat': (' 68g ', '80%'), 'Fiber': '10g', 'Total-Carb': '17g'}","Grind the spices and cacao nibs using a pestle and mortar or grinder. Mix with olive oil and rub all over the pork shoulder.,Place the meat in a slow cooker and cook for 6 hours on low or 4-5 hours on high, until the meat can be easily shredded with a fork.,Remove from the slow cooker and use two forks to shred the meat into small pieces. Serve with roasted tomato salad and avocado hummus.,Brush olive oil onto the cherry tomatoes and add spices.,Cook the tomatoes on a grill if you have an accessory like a vegetable wok to accommodate delicate veggies. Otherwise, roast in a hot oven until the tomatoes begin to turn color and soften—around 15 minutes in a 440°F (225°C) oven.,Turn off the oven but leave the tomatoes in the oven so they continue to roast. They should become a little blackened, which gives extra flavor.,Remove from oven and arrange on a plate. Top with chopped scallions. Sprinkle vinegar and a little bit more olive oil on the roasted tomatoes to finish.,Split the avocados in half and remove the pits and skin.,Put all the ingredients in a blender or a food processor and mix until you get a smooth consistency.,Add more olive oil, lemon juice, or water if the hummus is too thick. Season with salt and pepper to taste.",4 h 30 m,Medium,https://www.dietdoctor.com/recipes/keto-pulled-pork-roasted-tomato-salad
555,Keto vegan kebab wraps with garlic sauce,Dinner,Dairy-Free,9.0,Ketogenic, 728kcal,US,6,"[(['½ cup ', '(2½ oz.)'], ' almonds'), (['½ cup ', '(2', '1', '⁄', '3', ' oz.)'], ' pumpkin seeds'), (['8 oz. ', '(3¼ cups)'], ' mushrooms, sliced'), (['½ cup'], ', divided'), (['¾ cup ', '(2¾ oz.)'], ' pea protein powder (unflavored)'), (['¼ cup ', '(1', '2', '⁄', '3', ' oz.)'], ' chia seeds'), (['2 tbsp'], ' fresh parsley, finely chopped'), (['2 tsp'], ' ground cumin'), (['2 tsp'], ' onion powder'), (['1 tsp'], ' ground coriander seed'), (['¼ cup'], ' water'), (['1 tsp'], ' salt'), (['¼ tsp'], ' ground black pepper'), (['3 tbsp'], ' aquafaba (chickpea liquid)'), (['1 tbsp'], ' lemon juice'), (['2'], 'garlic cloves, pressed'), (['1 cup'], 'light olive oil'), (['2 tsp'], ' dried mint'), (['¼ tsp'], ' salt'), (['10 oz.'], ' cucumber, diced'), (['2 ', '(8 oz.)'], 'tomatoes'), (['½ cup ', '(¼ oz.)'], ' fresh parsley, finely chopped'), ('1', 'garlic cloves, pressed', ' '), ('2', 'garlic cloves, pressed', ' ')]","{'Net-carbs': (' 9g ', '5%'), 'Protien': (' 20g ', '11%'), 'Fat': (' 68g ', '84%'), 'Fiber': '8g', 'Total-Carb': '17g'}","Preheat the oven to 350°F (175°C).,Heat up a large dry frying pan and roast the almonds and pumpkin seeds until lightly browned and fragrant. Put them in a food processor and pulse for a couple of minutes.,Fry the mushrooms in a large frying pan in 1/3 of the olive oil until soft and moist., Add the cooked mushrooms in the food processor together with the remaining oil and the rest of the kebab ingredients. Mix for a couple of minutes. Let sit for about 5 minutes.,Form the mixture into sausage-shaped kebabs. Place them on a baking sheet.,Bake in the oven for 20 minutes or until crispy. In the meantime, prepare the sauce and the veggies.,Add the aquafaba (the liquid in a can of cooked chickpeas), lemon juice and garlic in a tall blender jar or measuring jug.,Blend on high speed with an immersion blender for about 30 seconds until frothy.,Add olive oil in a very slow, thin stream, while mixing on full speed. A smooth, creamy emulsion should form. Towards the end, move the immersion blender up and down to incorporate a little air to get it more fluffy.,Add the dried mint and salt, and combine.,Cut of the end of the romaine lettuce, wash and separate the leafs.,Finely dice the cucumber, tomatoes, red onion and parsley. Mix together.,Top the romaine lettuce leafs with a kebab each, salad and garlic sauce.",25  + 35 m,Medium,https://www.dietdoctor.com/recipes/keto-vegan-kebab-wraps
556,Keto vegan kebab wraps with garlic sauce,Dinner,Vegan,9.0,Ketogenic, 728kcal,US,6,"[(['½ cup ', '(2½ oz.)'], ' almonds'), (['½ cup ', '(2', '1', '⁄', '3', ' oz.)'], ' pumpkin seeds'), (['8 oz. ', '(3¼ cups)'], ' mushrooms, sliced'), (['½ cup'], ', divided'), (['¾ cup ', '(2¾ oz.)'], ' pea protein powder (unflavored)'), (['¼ cup ', '(1', '2', '⁄', '3', ' oz.)'], ' chia seeds'), (['2 tbsp'], ' fresh parsley, finely chopped'), (['2 tsp'], ' ground cumin'), (['2 tsp'], ' onion powder'), (['1 tsp'], ' ground coriander seed'), (['¼ cup'], ' water'), (['1 tsp'], ' salt'), (['¼ tsp'], ' ground black pepper'), (['3 tbsp'], ' aquafaba (chickpea liquid)'), (['1 tbsp'], ' lemon juice'), (['2'], 'garlic cloves, pressed'), (['1 cup'], 'light olive oil'), (['2 tsp'], ' dried mint'), (['¼ tsp'], ' salt'), (['10 oz.'], ' cucumber, diced'), (['2 ', '(8 oz.)'], 'tomatoes'), (['½ cup ', '(¼ oz.)'], ' fresh parsley, finely chopped'), ('1', 'garlic cloves, pressed', ' '), ('2', 'garlic cloves, pressed', ' ')]","{'Net-carbs': (' 9g ', '5%'), 'Protien': (' 20g ', '11%'), 'Fat': (' 68g ', '84%'), 'Fiber': '8g', 'Total-Carb': '17g'}","Preheat the oven to 350°F (175°C).,Heat up a large dry frying pan and roast the almonds and pumpkin seeds until lightly browned and fragrant. Put them in a food processor and pulse for a couple of minutes.,Fry the mushrooms in a large frying pan in 1/3 of the olive oil until soft and moist., Add the cooked mushrooms in the food processor together with the remaining oil and the rest of the kebab ingredients. Mix for a couple of minutes. Let sit for about 5 minutes.,Form the mixture into sausage-shaped kebabs. Place them on a baking sheet.,Bake in the oven for 20 minutes or until crispy. In the meantime, prepare the sauce and the veggies.,Add the aquafaba (the liquid in a can of cooked chickpeas), lemon juice and garlic in a tall blender jar or measuring jug.,Blend on high speed with an immersion blender for about 30 seconds until frothy.,Add olive oil in a very slow, thin stream, while mixing on full speed. A smooth, creamy emulsion should form. Towards the end, move the immersion blender up and down to incorporate a little air to get it more fluffy.,Add the dried mint and salt, and combine.,Cut of the end of the romaine lettuce, wash and separate the leafs.,Finely dice the cucumber, tomatoes, red onion and parsley. Mix together.,Top the romaine lettuce leafs with a kebab each, salad and garlic sauce.",25  + 35 m,Medium,https://www.dietdoctor.com/recipes/keto-vegan-kebab-wraps
557,Keto vegan kebab wraps with garlic sauce,Dinner,Vegetarian,9.0,Ketogenic, 728kcal,US,6,"[(['½ cup ', '(2½ oz.)'], ' almonds'), (['½ cup ', '(2', '1', '⁄', '3', ' oz.)'], ' pumpkin seeds'), (['8 oz. ', '(3¼ cups)'], ' mushrooms, sliced'), (['½ cup'], ', divided'), (['¾ cup ', '(2¾ oz.)'], ' pea protein powder (unflavored)'), (['¼ cup ', '(1', '2', '⁄', '3', ' oz.)'], ' chia seeds'), (['2 tbsp'], ' fresh parsley, finely chopped'), (['2 tsp'], ' ground cumin'), (['2 tsp'], ' onion powder'), (['1 tsp'], ' ground coriander seed'), (['¼ cup'], ' water'), (['1 tsp'], ' salt'), (['¼ tsp'], ' ground black pepper'), (['3 tbsp'], ' aquafaba (chickpea liquid)'), (['1 tbsp'], ' lemon juice'), (['2'], 'garlic cloves, pressed'), (['1 cup'], 'light olive oil'), (['2 tsp'], ' dried mint'), (['¼ tsp'], ' salt'), (['10 oz.'], ' cucumber, diced'), (['2 ', '(8 oz.)'], 'tomatoes'), (['½ cup ', '(¼ oz.)'], ' fresh parsley, finely chopped'), ('1', 'garlic cloves, pressed', ' '), ('2', 'garlic cloves, pressed', ' ')]","{'Net-carbs': (' 9g ', '5%'), 'Protien': (' 20g ', '11%'), 'Fat': (' 68g ', '84%'), 'Fiber': '8g', 'Total-Carb': '17g'}","Preheat the oven to 350°F (175°C).,Heat up a large dry frying pan and roast the almonds and pumpkin seeds until lightly browned and fragrant. Put them in a food processor and pulse for a couple of minutes.,Fry the mushrooms in a large frying pan in 1/3 of the olive oil until soft and moist., Add the cooked mushrooms in the food processor together with the remaining oil and the rest of the kebab ingredients. Mix for a couple of minutes. Let sit for about 5 minutes.,Form the mixture into sausage-shaped kebabs. Place them on a baking sheet.,Bake in the oven for 20 minutes or until crispy. In the meantime, prepare the sauce and the veggies.,Add the aquafaba (the liquid in a can of cooked chickpeas), lemon juice and garlic in a tall blender jar or measuring jug.,Blend on high speed with an immersion blender for about 30 seconds until frothy.,Add olive oil in a very slow, thin stream, while mixing on full speed. A smooth, creamy emulsion should form. Towards the end, move the immersion blender up and down to incorporate a little air to get it more fluffy.,Add the dried mint and salt, and combine.,Cut of the end of the romaine lettuce, wash and separate the leafs.,Finely dice the cucumber, tomatoes, red onion and parsley. Mix together.,Top the romaine lettuce leafs with a kebab each, salad and garlic sauce.",25  + 35 m,Medium,https://www.dietdoctor.com/recipes/keto-vegan-kebab-wraps
558,Beetroot-cured salmon with dill oil,Dinner,Dairy-Free,5.0,Ketogenic, 505kcal,US,4,"[(['2 tbsp'], ' salt'), (['5'], 'peppercorns, white'), (['1 lb'], 'salmon, boneless fillets'), (['½ cup ', '(', '1', '⁄', '6', ' oz.)'], ' fresh dill, chopped'), (['1 tbsp'], ' frozen spinach'), (['½ cup'], ' or avocado oil'), (['2 oz.'], ' daikon, finely sliced'), (['½ lb ', '(6', '1', '⁄', '3', ' cups)'], ' lettuce'), ('1', 'peppercorns, white', ' '), ('5', 'limes, the zest', ' '), ('1', 'salmon, boneless fillets', ' '), ('1', 'limes, cut in half (optional)', ' ')]","{'Net-carbs': (' 5g ', '4%'), 'Protien': (' 25g ', '20%'), 'Fat': (' 42g ', '76%'), 'Fiber': '3g', 'Total-Carb': '8g'}","Rinse the beetroot thoroughly. Peel and grate coarsely, then put in a bowl. Add coarsely ground white peppercorn, salt and lime zest.,Partially defrost the salmon just before starting the curing process. Place salmon skin side down and rub the flesh side evenly with the beetroot mixture. Wear gloves or plastic bags on your hands to avoid getting stained hands.,Put the salmon in a plastic bag or straight in a glass dish and cover with cling film. Let sit in the refrigerator for 1-2 days. Flip halfway through. ,Mix dill and spinach with a hand blender. Add the oil. Salt and pepper to taste.,Unwrap the salmon and brush off the beetroot cure, that should not be served.,Cut the fish into very thin slices. Serve with dill oil, squeezed lime juice (optional) finely chopped daikon, leafy greens and perhaps a slice of gluten-free bread.",24 h 10 m,Medium,https://www.dietdoctor.com/recipes/beetroot-cured-salmon-with-dill-oil
559,Fish with vegetables baked in foil,Dinner,Dairy-Free,14.0,Moderate low carb, 853kcal,US,4,"[(['2 lbs'], ' filets'), (['2'], 'garlic cloves, thinly sliced'), (['2 ', '(8 oz.)'], ', roughly chopped'), (['12 ', '(7 oz.)'], ' cherry tomatoes'), (['2½ oz. ', '(½ cup)'], ' pitted olives'), (['1 tbsp'], ' fresh thyme or fresh parsley'), (['½ cup'], ' white wine'), (['3 oz. ', '(6 tbsp)'], ' unsalted butter, thin slices or olive oil'), (['¾ cup'], 'vegan mayonnaise'), ('2', ' filets', ' '), ('1', 'leeks, thinly sliced', ' '), ('1', ', halved and quartered', ' '), ('1', 'garlic cloves, thinly sliced', ' ')]","{'Net-carbs': (' 14g ', '7%'), 'Protien': (' 47g ', '23%'), 'Fat': (' 63g ', '70%'), 'Fiber': '6g', 'Total-Carb': '20g'}","Preheat oven to 400°F (200°C).,
Line a roasting pan with foil or parchment paper, making sure there’s enough material for folding and sealing the top of it.,Divide the fish into serving-sized pieces and place in the roasting pan. ,Surround the fish with the vegetables, olives, herbs, and lime slices, and season with salt and pepper. ,Drizzle the wine over the mixture and place the butter slices on top, or drizzle with oil.,Fold the foil to form as tight a seal as possible. Cover the seam with an extra piece of foil, and tightly fold at the joints. Bake in the oven for 40 minutes.,Mix the mayonnaise and a minced garlic clove in a small bowl. Season with salt and pepper to taste. Serve a generous dollop on top of the baked fish and vegetables.",55 m,Easy,https://www.dietdoctor.com/recipes/fish-with-vegetables-baked-in-foil
560,Chimichurri tofu with zoodles,Dinner,Dairy-Free,10.0,Ketogenic, 756kcal,US,2,"[(['14 oz.'], ' firm tofu'), (['1 tbsp'], ' coconut oil'), (['1 tbsp'], ' tamari soy sauce'), (['1 tsp'], ' garlic powder (optional)'), (['1', '⁄', '3', ' cup'], ' olive oil'), (['¼ cup ', '(', '1', '⁄', '8', ' oz.)'], ' chopped fresh parsley'), (['1 lb'], 'zucchini'), (['½ tbsp'], ' olive oil'), ('1', 'lemons, the juice and the zest', ' '), ('1', 'green chili peppers', ' ')]","{'Net-carbs': (' 10g ', '5%'), 'Protien': (' 39g ', '20%'), 'Fat': (' 64g ', '75%'), 'Fiber': '8g', 'Total-Carb': '18g'}","Preheat the oven to 400°F (200°C).,Chop the tofu into small 1/2-inch (1 cm) cubes. Spread out the tofu on a clean, absorbent kitchen towel or paper towels. Pat dry to remove excess moisture; this step is key for crispiness. ,Add the coconut oil to an oven-safe skillet over medium-high heat. Alternatively, use a regular frying pan and prepare a baking tray with parchment paper. ,When the oil is hot, add the tofu and salt. Fry for a couple of minutes or until the tofu is lightly golden. Add the tamari soy sauce and garlic powder, if using. Stir the tofu, mixing well. ,Transfer the skillet with the tofu to the oven, or transfer the tofu to the parchment-lined baking tray and then put it in the oven. Bake for 15 minutes or until the tofu is crispy.,Wash the lemon and grate the zest. Only grate the yellow part of the peel, not the white pith underneath; this is bitter-tasting. Squeeze the lemon juice into a tall bowl or beaker, and add the zest.,Split open the bell pepper and chili and remove the seeds. Finely chop both and add to the bowl. Add all other ingredients.,Mix with an immersion blender until the sauce reaches the desired consistency.,Cut the zucchini in half lengthwise.,Slice into ribbons using a potato peeler, or use a spiralizer to make zoodles.,Boil them quickly in salted water for no longer than a minute and drain well. You can also eat them raw. Drizzle with olive oil, salt, and pepper to taste. Toss to combine.,Spoon the chimichurri over the tofu and zoodles before serving.",30 m,Easy,https://www.dietdoctor.com/recipes/chimichurri-tofu-with-zoodles
561,Chicken cabbage rolls with sesame soy dipping sauce,Dinner,Dairy-Free,17.0,Liberal low carb, 613kcal,US,2,"[(['3'], 'garlic cloves'), (['2 tbsp'], ' ground ginger'), (['1½ oz. ', '(7 tbsp)'], 'scallions'), (['½ cup ', '(¼ oz.)'], 'fresh cilantro'), (['10 oz.'], ' ground chicken'), (['1 lb'], 'green cabbage'), (['¼ cup'], ' toasted sesame oil or olive oil'), (['3 tbsp'], ' tamari soy sauce'), (['2 tbsp'], ' sesame seeds, toasted'), ('3', 'garlic cloves', ' '), ('1', 'limes, the juice', ' ')]","{'Net-carbs': (' 17g ', '11%'), 'Protien': (' 35g ', '23%'), 'Fat': (' 44g ', '65%'), 'Fiber': '11g', 'Total-Carb': '28g'}","Chop the garlic, ginger, scallions, and cilantro. Knead them into the ground chicken just until combined (do not overmix).,Bring a saucepan of water to a boil. Put the outer leaves of the cabbage in the boiling water for 2 minutes. Blanch a maximum of three leaves at a time.,Cut the cabbage leaves in half along the thick center rib, removing the rib. Place a small quantity of the chicken mixture in the middle of each leaf half, fold the sides in, and roll the leaf around the filling.,Bring about 1"" (2,5 cm) of water to a simmer in a saucepan with a steamer insert or place a bamboo steamer on top. Place the rolls in the steamer, seam-side down, and steam for 15 to 20 minutes, until the filling is firm and cooked through.,For the sauce, mix sesame oil, soy sauce, lime juice, and sesame seeds in a bowl.,Arrange the rolls on a serving dish and give everyone their own bowl with sauce. Serve with chopsticks.",45 m,Medium,https://www.dietdoctor.com/recipes/chicken-cabbage-rolls-with-sesame-soy-dipping-sauce
562,Keto chicken Provençale,Dinner,Dairy-Free,5.0,Ketogenic, 780kcal,US,4,"[(['2 lbs'], 'chicken legs'), (['8 oz.'], ' cherry tomatoes, halved'), (['2½ oz. ', '(½ cup)'], ' black or Kalamata olives, pitted'), (['2 tbsp'], ' olive oil'), (['5'], 'garlic cloves, sliced'), (['1 tbsp'], ' dried oregano or dried sage'), (['4 cups ', '(5 oz.)'], ' lettuce'), (['½ cup'], 'mayonnaise'), (['1 tsp'], ' paprika powder'), ('5', 'chicken legs', ' ')]","{'Net-carbs': (' 5g ', '3%'), 'Protien': (' 39g ', '20%'), 'Fat': (' 66g ', '77%'), 'Fiber': '2g', 'Total-Carb': '7g'}","Preheat the oven to 400°F (200°C). Place the chicken skin side up in an oven-proof baking dish. Add garlic, olives, and tomatoes on top of and around the meat.,Drizzle with olive oil. Sprinkle with oregano and season with salt and pepper.,Place in the oven and roast until the chicken is fully cooked through. It should take about 45 minutes, depending on the size of the pieces. If you feel unsure, check the internal temperature with a meat thermometer. The chicken is cooked through when the temperature reaches 180°F (75°C).,Serve with salad and mayo flavored with lemon zest and paprika or a mild chili and some salt and pepper.",55 m,Easy,https://www.dietdoctor.com/recipes/keto-chicken-provencale
563,Low-carb seafood soup with garlic mayo,Dinner,Dairy-Free,8.0,Moderate low carb, 581kcal,US,6,"[(['2 tbsp'], ' olive oil'), (['2'], 'garlic cloves, crushed'), (['6 cups'], ' fish broth'), (['1 cup'], ' white wine'), (['3 ', '(12 oz.)'], 'tomatoes, skinned, de-seeded, and chopped'), (['1 tsp'], ' salt'), (['9 oz.'], 'white fish fillets'), (['20 ', '(2¼ oz.)'], ' shrimp'), (['16'], ' fresh mussels'), (['8'], 'scallops'), (['1', '⁄', '3', ' oz.'], ' fresh thyme, to decorate'), (['¼ tsp'], ' salt'), (['1 cup'], 'light olive oil'), ('2', 'white onions, chopped', ' '), ('1', 'garlic cloves, crushed', ' '), ('16', 'bay leaves', ' '), ('8', 'tomatoes, skinned, de-seeded, and chopped', ' '), ('1', 'scallops', ' '), ('1', 'limes, sliced, to decorate', ' ')]","{'Net-carbs': (' 8g ', '6%'), 'Protien': (' 27g ', '19%'), 'Fat': (' 46g ', '75%'), 'Fiber': '2g', 'Total-Carb': '10g'}","Warm the olive oil in a large soup pot over medium heat. Add the onions and cook until translucent. Add the crushed garlic and, stirring frequently, cook until lightly golden.,Add the fish broth, white wine, bay leaf, tomatoes and salt. Increase heat to high. Once boiling, reduce to medium low and simmer partially covered for about 25 minutes. ,Lastly, add the fish fillets, shrimp, mussels and scallops and simmer for about two to three minutes until the mussels have opened and the fish and scallops have turned opaque.,Before serving, decorate the soup with the fresh thyme and lime slices.,Place the egg, garlic clove, lemon juice and salt in a tall narrow bowl or container. Using an immersion blender, blend until you have a white-ish mixture.,While  blending, add the light olive oil slowly in a thin stream. As the mixture thickens, move the blender up and down slowly until the mayonnaise has reached a thick, creamy consistency.,Place a dollop of  the garlic mayonnaise in the center of the  seafood soup.",20  + 40 m,Easy,https://www.dietdoctor.com/recipes/low-carb-seafood-soup-with-garlic-mayonnaise
564,Keto Chinese pork stew with cabbage,Dinner,Dairy-Free,5.0,Ketogenic, 618kcal,US,4,"[(['1½ lbs'], ' pork shoulder, cut into bite-sized pieces'), (['½ tsp'], ' ground black pepper'), (['1 tsp'], ' salt'), (['3 tbsp'], ' coconut oil'), (['1¾ cups'], ' water'), (['3 tbsp'], ' tamari soy sauce'), (['2 tbsp'], ' ground ginger'), (['2'], 'garlic cloves, minced'), (['1½ lbs'], ', coarsely shredded'), (['2 tbsp'], ' coconut oil, for sauteeing'), (['1 tbsp'], ' sesame oil'), (['1½ oz. ', '(7 tbsp)'], ', thinly sliced'), ('2', 'garlic cloves, minced', ' '), ('1', ', thinly sliced', ' ')]","{'Net-carbs': (' 5g ', '3%'), 'Protien': (' 34g ', '22%'), 'Fat': (' 50g ', '74%'), 'Fiber': '3g', 'Total-Carb': '8g'}","Season the pork with salt and pepper. Over medium-high heat, melt half of the coconut oil in a large, heavy-bottomed saucepan. Add the pork, occasionally stirring until browned on all sides, for about 5 minutes.,Add the remaining ingredients, except the cabbage, and stir to combine. Simmer with the lid on for 45 minutes or until the meat becomes tender. Season with salt and pepper to taste. Remove the star anise before serving.,Heat the coconut oil in a wok or large skillet over medium-high heat. Add the cabbage and saute for about 5 minutes or until tender, and remove from heat. Drizzle the sesame oil over, and toss together to coat fully.,Divide the cabbage between serving bowls, ladle the stew on top and sprinkle with scallions.",10 m + 1 h,Medium,https://www.dietdoctor.com/recipes/keto-chinese-pork-stew-with-cabbage
565,Hot turkey patties with tahini dressing,Dinner,Dairy-Free,12.0,Moderate low carb, 774kcal,US,4,"[(['1 lb'], 'eggplant'), (['12 oz.'], 'zucchini'), (['1 tbsp'], ' dried mint'), (['2'], 'garlic cloves, minced'), (['¼ cup'], ' olive oil'), (['½ cup'], 'mayonnaise'), (['3 tbsp'], ' water'), (['2 tbsp'], ' lemon juice'), (['3 tbsp'], ' tahini (sesame paste)'), (['1', '1', '⁄', '3', ' lbs'], ' ground turkey'), (['2 tbsp'], 'mayonnaise'), (['1 tbsp'], ' sambal oelek'), (['2'], 'garlic cloves, minced'), (['1 tsp'], ' salt'), (['¼ tsp'], ' ground black pepper'), (['2 tbsp'], ' olive oil or butter'), ('2', 'garlic cloves, minced', ' '), ('2', 'garlic cloves, minced', ' '), ('1', 'lemons, wedges', ' ')]","{'Net-carbs': (' 12g ', '6%'), 'Protien': (' 34g ', '18%'), 'Fat': (' 65g ', '76%'), 'Fiber': '6g', 'Total-Carb': '18g'}","Preheat the oven to 400°F (200°C).,Rinse, peel and cut the eggplant, zucchini, bell pepper, and onion into even-sized pieces. Place them on a baking tray or in a large oven dish. Add the garlic. Season with salt, pepper, and dried mint. Drizzle with olive oil. Roast in the oven for 20-30 minutes or until the eggplant is soft and has a golden brown color.,While the veggies are in the oven, mix the ingredients for the dressing with an immersion blender.,Combine all the ingredients for the turkey patties and shape them into two smaller patties per serving. Fry on medium-high heat in butter or oil for 10-15 minutes, until they are fully cooked through.,Serve the patties with the oven-roasted vegetables, tahini dressing, and lemon wedges.",40 m,Medium,https://www.dietdoctor.com/recipes/hot-turkey-patties-with-tahini-dressing
